match_id,date,event_time,tournament,surface,round,playerA,playerB,oddsA,oddsB,status,score,live_game,winner_side,playerA_raw,playerB_raw,tournament_raw,playerA_logo_url,playerB_logo_url,n_books
12128226,2026-05-19,17:05,Istanbul (Turkey),Hard,Istanbul - 1/8-finals,Chandrasekar/ Lammons,Britto/ Saraiva Dos Santos,,,Finished,2 - 0,-,First Player,Chandrasekar/ Lammons,Britto/ Saraiva Dos Santos,Istanbul (Turkey),,,
12128232,2026-05-19,17:45,Istanbul (Turkey),Hard,Istanbul - 1/8-finals,Martos Gornes/ Walkow,Ayeni/ Cook,,,Finished,2 - 0,-,First Player,Martos Gornes/ Walkow,Ayeni/ Cook,Istanbul (Turkey),,,
12128187,2026-05-19,13:05,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,A. Nedic,S. Fomin,1.44,2.6,Finished,2 - 0,-,First Player,A. Nedic,S. Fomin,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/9640_-a-nedic.jpg,https://api.api-tennis.com/logo-tennis/570_s-fomin.jpg,10.0
12128180,2026-05-19,14:50,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,B. Hassan,F. C. Jianu,2.62,1.43,Finished,2 - 0,-,First Player,B. Hassan,F. C. Jianu,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/1896_b-hassan.jpg,https://api.api-tennis.com/logo-tennis/576_f-c-jianu.jpg,11.0
12128181,2026-05-19,14:15,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,D. Kuzmanov,D. Rincon,2.0,1.73,Finished,2 - 0,-,First Player,D. Kuzmanov,D. Rincon,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/371_d-kuzmanov.jpg,https://api.api-tennis.com/logo-tennis/657_d-rincon.jpg,11.0
12128607,2026-05-19,10:10,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,H. Barton,D. Dutra Da Silva,1.33,3.05,Finished,2 - 1,-,First Player,H. Barton,D. Dutra Da Silva,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/2241_h-barton.jpg,https://api.api-tennis.com/logo-tennis/558_d-dutra-da-silva.jpg,11.0
12128605,2026-05-19,10:00,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,K. Yilmaz,A. Matusevich,8.0,1.05,Retired,1 - 1,15 - 40,Second Player,K. Yilmaz,A. Matusevich,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/65986_k-yilmaz.jpg,https://api.api-tennis.com/logo-tennis/6886_a-matusevich.jpg,11.0
12128601,2026-05-19,15:40,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,L. Poullain,M. Poljicak,3.45,1.27,Finished,0 - 2,-,Second Player,L. Poullain,M. Poljicak,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/1315_l-poullain.jpg,https://api.api-tennis.com/logo-tennis/943_m-poljicak.jpg,11.0
12128602,2026-05-19,15:25,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,M. Alkaya,G. Kravchenko,1.83,1.86,Finished,2 - 0,-,First Player,M. Alkaya,G. Kravchenko,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/8972_m-alkaya.jpg,https://api.api-tennis.com/logo-tennis/2106_g-kravchenko.jpg,11.0
12128603,2026-05-19,12:35,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,M. N. Turker,A. Ayeni,,,Finished,1 - 2,-,Second Player,M. N. Turker,A. Ayeni,Istanbul (Turkey) - Qualification,,https://api.api-tennis.com/logo-tennis/2481_a-ayeni.jpg,
12128606,2026-05-19,10:00,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,P. A. Saraiva Dos Santos,D. Yevseyev,2.705,1.4049999999999998,Finished,1 - 2,-,Second Player,P. A. Saraiva Dos Santos,D. Yevseyev,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/10508_p-a-saraiva-dos-santos.jpg,https://api.api-tennis.com/logo-tennis/569_d-yevseyev.jpg,6.0
12128604,2026-05-19,12:35,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,T. Monteiro,A. Sanchez Quilez,1.62,2.2,Finished,2 - 0,-,First Player,T. Monteiro,A. Sanchez Quilez,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/1074_t-monteiro.jpg,https://api.api-tennis.com/logo-tennis/52692_a-sanchez-quilez.jpg,10.0
12128185,2026-05-19,10:00,Istanbul (Turkey) - Qualification,Hard,Istanbul - 1/16-finals,T. Monteiro,I. Montes-De La Torre,,,Cancelled,-,-,,T. Monteiro,I. Montes-De La Torre,Istanbul (Turkey) - Qualification,https://api.api-tennis.com/logo-tennis/1074_t-monteiro.jpg,https://api.api-tennis.com/logo-tennis/10232_i-montes-de-la-torre.jpg,
12128644,2026-05-19,14:30,M15 Bucharest,Hard,M15 Bucharest - 1/16-finals,C. G. Papoe,R. A. Golescu,,,Finished,2 - 0,-,First Player,C. G. Papoe,R. A. Golescu,M15 Bucharest,,,
12128643,2026-05-19,14:30,M15 Bucharest,Hard,M15 Bucharest - 1/16-finals,F. Mazzola,B. Pietri,1.95,1.75,Finished,2 - 0,-,First Player,F. Mazzola,B. Pietri,M15 Bucharest,https://api.api-tennis.com/logo-tennis/52609_f-mazzola.jpg,https://api.api-tennis.com/logo-tennis/6857_b-pietri.jpg,9.0
12128642,2026-05-19,15:00,M15 Bucharest,Hard,M15 Bucharest - 1/16-finals,L. Lorusso,D. Uta,,,Finished,1 - 2,-,Second Player,L. Lorusso,D. Uta,M15 Bucharest,https://api.api-tennis.com/logo-tennis/38060_l-lorusso.jpg,,
12128641,2026-05-19,15:30,M15 Bucharest,Hard,M15 Bucharest - 1/16-finals,S. A. Andreescu,R. T. Pieleanu,,,Finished,0 - 2,-,Second Player,S. A. Andreescu,R. T. Pieleanu,M15 Bucharest,,,
12128739,2026-05-19,13:30,M15 Doboj,Hard,M15 Doboj - 1/8-finals,Bilardo/ Valletta,Bieldiugin/ Raynel,,,Finished,2 - 0,-,First Player,Bilardo/ Valletta,Bieldiugin/ Raynel,M15 Doboj,,,
12128741,2026-05-19,14:30,M15 Doboj,Hard,M15 Doboj - 1/8-finals,Biletic/ Petrovic,Radjenovic/ Tadic,,,Finished,0 - 2,-,Second Player,Biletic/ Petrovic,Radjenovic/ Tadic,M15 Doboj,,,
12128742,2026-05-19,14:30,M15 Doboj,Hard,M15 Doboj - 1/8-finals,Knezevic/ Topic,Djokic/ Milanovic,,,Finished,0 - 2,-,Second Player,Knezevic/ Topic,Djokic/ Milanovic,M15 Doboj,,,
12128740,2026-05-19,14:30,M15 Doboj,Hard,M15 Doboj - 1/8-finals,Mujakic/ Obradovic,Glarner/ Gruenig,,,Finished,2 - 0,-,First Player,Mujakic/ Obradovic,Glarner/ Gruenig,M15 Doboj,,,
12128646,2026-05-19,13:00,M15 Doboj,Hard,M15 Doboj - 1/16-finals,N. Slavic,E. Vanshelboim,3.1,1.33,Finished,1 - 2,-,Second Player,N. Slavic,E. Vanshelboim,M15 Doboj,https://api.api-tennis.com/logo-tennis/19893_n-slavic.jpg,https://api.api-tennis.com/logo-tennis/1196_e-vanshelboim.jpg,9.0
12128645,2026-05-19,13:00,M15 Doboj,Hard,M15 Doboj - 1/16-finals,R. Michalik,H. Haupt,1.16,4.5,Finished,2 - 0,-,First Player,R. Michalik,H. Haupt,M15 Doboj,https://api.api-tennis.com/logo-tennis/15597_r-michalik.jpg,,7.0
12128743,2026-05-19,15:00,M15 Doboj,Hard,M15 Doboj - 1/8-finals,Sisic/ Voljavec,Campana Lee/ Hallquist Lithen,,,Finished,2 - 0,-,First Player,Sisic/ Voljavec,Campana Lee/ Hallquist Lithen,M15 Doboj,,,
12128746,2026-05-19,14:00,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/8-finals,Ambarzumjan/ Derepasko,Cooper/ Giotis,,,Finished,2 - 0,-,First Player,Ambarzumjan/ Derepasko,Cooper/ Giotis,M15 Gaborone 2 (Botswana),,,
12128745,2026-05-19,12:30,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/8-finals,Bittoun/ Strombachs,Beckles/ Weber,,,Finished,2 - 0,-,First Player,Bittoun/ Strombachs,Beckles/ Weber,M15 Gaborone 2 (Botswana),,,
12128744,2026-05-19,12:30,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/8-finals,Caripi/ Milosavljevic,Beckley/ Longwe-Smit,,,Finished,0 - 2,-,Second Player,Caripi/ Milosavljevic,Beckley/ Longwe-Smit,M15 Gaborone 2 (Botswana),,,
12128747,2026-05-19,14:00,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/8-finals,Dembo/ Host,Gatoto/ Van Aken,,,Finished,2 - 0,-,First Player,Dembo/ Host,Gatoto/ Van Aken,M15 Gaborone 2 (Botswana),,,
12128649,2026-05-19,11:30,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/16-finals,E. Ambarzumjan,J. Dembo,1.57,2.2,Finished,0 - 2,-,Second Player,E. Ambarzumjan,J. Dembo,M15 Gaborone 2 (Botswana),https://api.api-tennis.com/logo-tennis/38076_e-ambarzumjan.jpg,,7.0
12128648,2026-05-19,10:00,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/16-finals,G. Voelzke,T. Tsiang,,,Finished,2 - 0,-,First Player,G. Voelzke,T. Tsiang,M15 Gaborone 2 (Botswana),,,
12128748,2026-05-19,14:00,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/8-finals,Kamboj/ Salton,Kleiman/ Voelzke,,,Finished,0 - 2,-,Second Player,Kamboj/ Salton,Kleiman/ Voelzke,M15 Gaborone 2 (Botswana),,,
12128647,2026-05-19,10:00,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/16-finals,L. Seidman,T. Longwe-Smit,2.62,1.43,Finished,1 - 2,-,Second Player,L. Seidman,T. Longwe-Smit,M15 Gaborone 2 (Botswana),,https://api.api-tennis.com/logo-tennis/63094_t-longwe-smit.jpg,9.0
12128650,2026-05-19,11:30,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/16-finals,P. Brown,S. Saleshando,1.01,15.0,Finished,2 - 0,-,First Player,P. Brown,S. Saleshando,M15 Gaborone 2 (Botswana),https://api.api-tennis.com/logo-tennis/1232_p-brown.jpg,,4.0
12128651,2026-05-19,11:30,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/16-finals,T. Host,B. O'Connell,,,Retired,1 - 0,-,First Player,T. Host,B. O'Connell,M15 Gaborone 2 (Botswana),https://api.api-tennis.com/logo-tennis/63481_t-host.jpg,,
12128652,2026-05-19,12:30,M15 Gaborone 2 (Botswana),Hard,M15 Gaborone 2 - 1/16-finals,Z. Talic,N. Raguin,2.24,1.5950000000000002,Finished,1 - 2,-,Second Player,Z. Talic,N. Raguin,M15 Gaborone 2 (Botswana),,,8.0
12128482,2026-05-19,05:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Ann/ Kim,Oki/ Saitoh,,,Finished,1 - 2,-,Second Player,Ann/ Kim,Oki/ Saitoh,M15 Gimcheon,,,
12128489,2026-05-19,07:30,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Chung/ Han Seon Yong,Fukuda/ Sach,,,Finished,1 - 2,-,Second Player,Chung/ Han Seon Yong,Fukuda/ Sach,M15 Gimcheon,,,
12128466,2026-05-19,04:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/16-finals,D. H. Lee,W. Shin,,,Finished,0 - 2,-,Second Player,D. H. Lee,W. Shin,M15 Gimcheon,,https://api.api-tennis.com/logo-tennis/10857_w-shin.jpg,
12128486,2026-05-19,07:15,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Hazawa/ Shiraishi,Hashimoto/ Heck,,,Finished,1 - 2,-,Second Player,Hazawa/ Shiraishi,Hashimoto/ Heck,M15 Gimcheon,,,
12128485,2026-05-19,08:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Kang Ku/ Lee,Cho Seung Woo/Lee,,,Finished,2 - 0,-,First Player,Kang Ku/ Lee,Cho Seung Woo/Lee,M15 Gimcheon,,,
12128488,2026-05-19,07:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Kim/ Wong,Chu/ Shin,,,Finished,0 - 2,-,Second Player,Kim/ Wong,Chu/ Shin,M15 Gimcheon,,,
12128484,2026-05-19,05:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Magadan/ Tajima,Jeong/ Kim,,,Finished,2 - 0,-,First Player,Magadan/ Tajima,Jeong/ Kim,M15 Gimcheon,,,
12128483,2026-05-19,05:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Oh Chan-Yeong/Roh,Choe/ Park,,,Finished,2 - 0,-,First Player,Oh Chan-Yeong/Roh,Choe/ Park,M15 Gimcheon,,,
12128464,2026-05-19,04:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/16-finals,S. Hazawa,W. Kim,,,Finished,2 - 0,-,First Player,S. Hazawa,W. Kim,M15 Gimcheon,https://api.api-tennis.com/logo-tennis/744_s-hazawa.jpg,,
12128487,2026-05-19,07:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/8-finals,Shin/ Sim,Ichikawa/ Kawachi,,,Finished,0 - 2,-,Second Player,Shin/ Sim,Ichikawa/ Kawachi,M15 Gimcheon,,,
12128465,2026-05-19,04:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/16-finals,T. Ichikawa,Y. Chung,2.64,1.42,Finished,0 - 2,-,Second Player,T. Ichikawa,Y. Chung,M15 Gimcheon,https://api.api-tennis.com/logo-tennis/2018_t-ichikawa.jpg,https://api.api-tennis.com/logo-tennis/2925_y-chung.jpg,7.0
12128467,2026-05-19,04:00,M15 Gimcheon,Hard,M15 Gimcheon - 1/16-finals,W. B. Lee,Cho Seung Woo,,,Finished,1 - 2,-,Second Player,W. B. Lee,Cho Seung Woo,M15 Gimcheon,,,
12128753,2026-05-19,16:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Atkinson/ Mohamed Sherif,Garbero/ Plans,,,Finished,2 - 0,-,First Player,Atkinson/ Mohamed Sherif,Garbero/ Plans,M15 Hurghada 5 (Egypt),,,
12128749,2026-05-19,15:00,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Borrelli/ Virgili Berini,Chen/ Figl,,,Finished,1 - 2,-,Second Player,Borrelli/ Virgili Berini,Chen/ Figl,M15 Hurghada 5 (Egypt),,,
12128750,2026-05-19,16:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Dakhane/ Eerola,Frydrych/ Safwat,,,Finished,2 - 0,-,First Player,Dakhane/ Eerola,Frydrych/ Safwat,M15 Hurghada 5 (Egypt),,,
12128751,2026-05-19,16:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Elesin/ Gretskiy,Karthik/ Rathi,,,Finished,1 - 2,-,Second Player,Elesin/ Gretskiy,Karthik/ Rathi,M15 Hurghada 5 (Egypt),,,
12128752,2026-05-19,16:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Fathalla/ Mabrouk,Lefevre/ Sands,,,Finished,2 - 0,-,First Player,Fathalla/ Mabrouk,Lefevre/ Sands,M15 Hurghada 5 (Egypt),,,
12128754,2026-05-19,17:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Funk/ Reilly,Hamza Reguig/ Kountourakis,,,Finished,0 - 2,-,Second Player,Funk/ Reilly,Hamza Reguig/ Kountourakis,M15 Hurghada 5 (Egypt),,,
12128755,2026-05-19,17:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Kamath/ Sharma,Bajurko/ Shinde,,,Finished,2 - 0,-,First Player,Kamath/ Sharma,Bajurko/ Shinde,M15 Hurghada 5 (Egypt),,,
12128756,2026-05-19,17:30,M15 Hurghada 5 (Egypt),Hard,M15 Hurghada 5 - 1/8-finals,Smiej/ Wageh,Chaurasia/ Heisnam,,,Finished,2 - 1,-,First Player,Smiej/ Wageh,Chaurasia/ Heisnam,M15 Hurghada 5 (Egypt),,,
12128657,2026-05-19,13:00,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,A. Setkic,D. Stepanov,1.455,2.565,Finished,1 - 2,-,Second Player,A. Setkic,D. Stepanov,M15 Kayseri,https://api.api-tennis.com/logo-tennis/1204_a-setkic.jpg,,6.0
12128757,2026-05-19,14:30,M15 Kayseri,Hard,M15 Kayseri - 1/8-finals,Bedir/ Kucukhuseyin,Kastsiukevich/ Osminkin,,,Finished,0 - 2,-,Second Player,Bedir/ Kucukhuseyin,Kastsiukevich/ Osminkin,M15 Kayseri,,,
12128759,2026-05-19,16:30,M15 Kayseri,Hard,M15 Kayseri - 1/8-finals,Blazka/ Holder,Kobayashi/ Naydenov,,,Retired,1 - 0,-,First Player,Blazka/ Holder,Kobayashi/ Naydenov,M15 Kayseri,,,
12128654,2026-05-19,11:30,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,C. Holder,C. E. Tufekci,,,Finished,0 - 2,-,Second Player,C. Holder,C. E. Tufekci,M15 Kayseri,,,
12128658,2026-05-19,15:45,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,D. Azoidis,V. Markov,,,Finished,0 - 2,-,Second Player,D. Azoidis,V. Markov,M15 Kayseri,https://api.api-tennis.com/logo-tennis/22255_d-azoides.jpg,https://api.api-tennis.com/logo-tennis/38104_v-markov.jpg,
12128653,2026-05-19,11:30,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,D. Dinev,E. Bulut,,,Finished,2 - 0,-,First Player,D. Dinev,E. Bulut,M15 Kayseri,https://api.api-tennis.com/logo-tennis/10850_d-dinev.jpg,,
12128655,2026-05-19,13:00,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,E. Lagarde,J. Bradshaw,9.75,1.035,Finished,1 - 2,-,Second Player,E. Lagarde,J. Bradshaw,M15 Kayseri,,https://api.api-tennis.com/logo-tennis/37971_j-bradshaw.jpg,8.0
12128758,2026-05-19,14:30,M15 Kayseri,Hard,M15 Kayseri - 1/8-finals,Fitzpatrick/ Gregoriou,Dinev/ Hongyu,,,Finished,0 - 2,-,Second Player,Fitzpatrick/ Gregoriou,Dinev/ Hongyu,M15 Kayseri,,,
12128661,2026-05-19,14:30,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,M. Vasiliauskas,S. Cooper,2.2,1.59,Finished,0 - 2,-,Second Player,M. Vasiliauskas,S. Cooper,M15 Kayseri,https://api.api-tennis.com/logo-tennis/869_m-vasiliauskas.jpg,https://api.api-tennis.com/logo-tennis/35788_s-cooper.jpg,9.0
12128656,2026-05-19,13:00,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,P. Schoen,H. Chauhan,1.025,11.0,Finished,2 - 0,-,First Player,P. Schoen,H. Chauhan,M15 Kayseri,,https://api.api-tennis.com/logo-tennis/65717_h-chauhan.jpg,8.0
12128660,2026-05-19,14:30,M15 Kayseri,Hard,M15 Kayseri - 1/16-finals,V. Manukyan,M. Efstathiou,,,Finished,0 - 2,-,Second Player,V. Manukyan,M. Efstathiou,M15 Kayseri,,https://api.api-tennis.com/logo-tennis/11182_m-efstathiou.jpg,
12128593,2026-05-19,13:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,A. Wagner,T. Lanik,2.465,1.49,Finished,0 - 2,-,Second Player,A. Wagner,T. Lanik,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/6317_a-wagner.jpg,https://api.api-tennis.com/logo-tennis/14540_t-lanik.jpg,8.0
12128592,2026-05-19,13:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,B. Szerencsits,L. Wessels,11.125,1.02,Finished,0 - 2,-,Second Player,B. Szerencsits,L. Wessels,M15 Klagenfurt,,https://api.api-tennis.com/logo-tennis/1955_l-wessels.jpg,8.0
12128590,2026-05-19,13:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,D. Sakellaridis,J. Penzlin,1.285,3.29,Finished,2 - 1,-,First Player,D. Sakellaridis,J. Penzlin,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/38623_d-sakellaridis.jpg,,8.0
12128581,2026-05-19,09:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,J. Gundacker,M. Vankan,,,Finished,0 - 2,-,Second Player,J. Gundacker,M. Vankan,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/69497_j-gundacker.jpg,https://api.api-tennis.com/logo-tennis/1265_m-vankan.jpg,
12128582,2026-05-19,09:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,J. O. Lien,J. Hrazdil,,,Finished,2 - 1,-,First Player,J. O. Lien,J. Hrazdil,M15 Klagenfurt,,https://api.api-tennis.com/logo-tennis/37883_j-hrazdil.jpg,
12128589,2026-05-19,12:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,K. Sultanov,M. Ujvary,1.4,2.75,Finished,2 - 0,-,First Player,K. Sultanov,M. Ujvary,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/6983_k-sultanov.jpg,https://api.api-tennis.com/logo-tennis/38072_m-ujvary.jpg,5.0
12128591,2026-05-19,13:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,L. Staeheli,N. Schlagenhauf,1.205,3.97,Finished,1 - 2,-,Second Player,L. Staeheli,N. Schlagenhauf,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/9360_l-staeheli.jpg,https://api.api-tennis.com/logo-tennis/38025_n-schlagenhauf.jpg,8.0
12128585,2026-05-19,11:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,M. Muller,J. Trainauskas,,,Finished,1 - 2,-,Second Player,M. Muller,J. Trainauskas,M15 Klagenfurt,,,
12128583,2026-05-19,11:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,N. Barsukov,C. Mueller,1.335,2.995,Finished,1 - 2,-,Second Player,N. Barsukov,C. Mueller,M15 Klagenfurt,,,8.0
12128587,2026-05-19,12:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,O. Krutykh,P. L. Pinter,,,Finished,2 - 0,-,First Player,O. Krutykh,P. L. Pinter,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/1177_o-krutykh.jpg,,
12128337,2026-05-19,12:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,P. Fajta,M. Plunger,1.33,3.08,Finished,2 - 1,-,First Player,P. Fajta,M. Plunger,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/923_p-fajta.jpg,https://api.api-tennis.com/logo-tennis/40085_m-plunger.jpg,8.0
12128588,2026-05-19,12:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,P. R. Scomparin,S. Pieri,,,Finished,0 - 2,-,Second Player,P. R. Scomparin,S. Pieri,M15 Klagenfurt,,https://api.api-tennis.com/logo-tennis/20697_s-pieri.jpg,
12128586,2026-05-19,11:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,P. Sakamoto,D. Recek,1.465,2.505,Finished,1 - 2,-,Second Player,P. Sakamoto,D. Recek,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/4741_p-sakamoto.jpg,https://api.api-tennis.com/logo-tennis/7497_d-recek.jpg,6.0
12128584,2026-05-19,11:00,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,S. Baum,N. Hipfl,2.34,1.55,Finished,0 - 2,-,Second Player,S. Baum,N. Hipfl,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/49042_s-baum.jpg,https://api.api-tennis.com/logo-tennis/69921_n-hipfl.jpg,7.0
12128580,2026-05-19,09:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,S. D'Agostino,L. Ratti,,,Finished,0 - 2,-,Second Player,S. D'Agostino,L. Ratti,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/29714_s-daposagostino.jpg,https://api.api-tennis.com/logo-tennis/10022_l-ratti.jpg,
12128336,2026-05-19,09:30,M15 Klagenfurt,Hard,M15 Klagenfurt - 1/16-finals,S. Zick,A. Oetzbach,2.9,1.36,Finished,0 - 2,-,Second Player,S. Zick,A. Oetzbach,M15 Klagenfurt,https://api.api-tennis.com/logo-tennis/73132_s-zick.jpg,https://api.api-tennis.com/logo-tennis/751_a-oetzbach.jpg,8.0
12128936,2026-05-19,13:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/8-finals,Aubriot/ Van Der Meerschen,Djosic/ Lulic,,,Finished,1 - 2,-,Second Player,Aubriot/ Van Der Meerschen,Djosic/ Lulic,M15 Kursumlijska Banja 2,,,
12128637,2026-05-19,13:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/8-finals,Aubriot/ Van Der Meerschen,Komnenic/ Pilipovic,,,Cancelled,-,-,,Aubriot/ Van Der Meerschen,Komnenic/ Pilipovic,M15 Kursumlijska Banja 2,,,
12128630,2026-05-19,09:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/16-finals,B. T. George,O. Geladaris,,,Finished,2 - 0,-,First Player,B. T. George,O. Geladaris,M15 Kursumlijska Banja 2,,,
12128634,2026-05-19,11:00,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/16-finals,C. Hernandez,A. Oparnica,1.065,7.2,Finished,2 - 1,-,First Player,C. Hernandez,A. Oparnica,M15 Kursumlijska Banja 2,https://api.api-tennis.com/logo-tennis/12954_c-hernandez.jpg,,8.0
12128632,2026-05-19,09:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/16-finals,D. Kisimov,A. Yazdani,1.85,1.83,Finished,2 - 1,-,First Player,D. Kisimov,A. Yazdani,M15 Kursumlijska Banja 2,,https://api.api-tennis.com/logo-tennis/11166_a-yazdani.jpg,5.0
12128635,2026-05-19,13:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/8-finals,Ivanov/ Shandarov,Jovic/ Mirarchi,,,Finished,0 - 2,-,Second Player,Ivanov/ Shandarov,Jovic/ Mirarchi,M15 Kursumlijska Banja 2,,,
12128636,2026-05-19,13:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/8-finals,Jankanj/ Stankovic,Hibbert/ Zivkovic,,,Finished,2 - 0,-,First Player,Jankanj/ Stankovic,Hibbert/ Zivkovic,M15 Kursumlijska Banja 2,,,
12128638,2026-05-19,13:30,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/8-finals,Khotchenkov/ Yazdani,Taylor/ Walkin,,,Finished,2 - 0,-,First Player,Khotchenkov/ Yazdani,Taylor/ Walkin,M15 Kursumlijska Banja 2,,,
12128633,2026-05-19,11:00,M15 Kursumlijska Banja 2,Hard,M15 Kursumlijska Banja 2 - 1/16-finals,L. Gagliardo,D. Salazar,,,Finished,2 - 0,-,First Player,L. Gagliardo,D. Salazar,M15 Kursumlijska Banja 2,https://api.api-tennis.com/logo-tennis/10021_l-gagliardo.jpg,https://api.api-tennis.com/logo-tennis/40212_d-salazar.jpg,
